traceid,spanid,parentspan,childspans,service,loginfo,spaninfo
9f9521334b1b4d83b1020006511ca81d.42.16272814990120163,9f9521334b1b4d83b1020006511ca81d.42.16272814990120162.0,-1,9f9521334b1b4d83b1020006511ca81d.42.16272814990120162.1;9f9521334b1b4d83b1020006511ca81d.42.16272814990120162.2;9f9521334b1b4d83b1020006511ca81d.42.16272814990120162.3;9f9521334b1b4d83b1020006511ca81d.42.16272814990120162.4;9f9521334b1b4d83b1020006511ca81d.42.16272814990120162.5;9f9521334b1b4d83b1020006511ca81d.42.16272814990120162.6;9f9521334b1b4d83b1020006511ca81d.42.16272814990120162.7;9f9521334b1b4d83b1020006511ca81d.42.16272814990120162.8;9f9521334b1b4d83b1020006511ca81d.42.16272814990120162.9;9f9521334b1b4d83b1020006511ca81d.42.16272814990120162.10;9f9521334b1b4d83b1020006511ca81d.42.16272814990120162.11;9f9521334b1b4d83b1020006511ca81d.42.16272814990120162.12,ts-preserve-service," preserve.mq.RabbitSend -send info to mq:{""email"":""trainticket_notify@163.com"",""orderNumber"":""645a5ba1-7a2f-4289-8c89-22f023e3ad9d"",""username"":""fdse_microservice"",""startingPlace"":""shanghai"",""endPlace"":""suzhou"",""startingTime"":""Sat May 04 07:00:00 CST 2013"",""date"":""Mon Jul 26 14:38:19 CST 2021"",""seatClass"":""SecondClassSeat"",""seatNumber"":""1658428969"",""price"":""22.5""}; preserve.service.PreserveServiceImpl -[Preserve Service][Send Email] send email to mq; preserve.service.PreserveServiceImpl -[Step 6] Buy Food Success; preserve.service.PreserveServiceImpl -[Step 7] Do not need to consign; preserve.service.PreserveServiceImpl -[Cancel Order Service][Get Order By Id]; preserve.service.PreserveServiceImpl -foodstore= 2   Su Zhou   Roman Holiday; preserve.service.PreserveServiceImpl -[Preserve Service][Add food Order] Creating....; preserve.service.PreserveServiceImpl -[Step 5] Buy Assurance Success; preserve.service.PreserveServiceImpl -[Preserve Service][Add Assurance For Order]; preserve.service.PreserveServiceImpl -[Step 4] Do Order Complete; preserve.service.PreserveServiceImpl -[Preserve Other Service][Get Contacts By Id] Creating....; preserve.service.PreserveServiceImpl -[Order Price] Price is: 22.5; preserve.service.PreserveServiceImpl -[Order] Order Travel Date: Mon Jul 26 08:00:00 CST 2021; preserve.service.PreserveServiceImpl -[Preserve Other Service][Get Station Name]; preserve.service.PreserveServiceImpl -[Step 4] Do Order; preserve.service.PreserveServiceImpl -TripResponse:TripResponse(tripId=D1345, startingStation=Shang Hai, terminalStation=Su Zhou, startingTime=Sat May 04 07:00:00 CST 2013, endTime=Sat May 04 07:16:00 CST 2013, economyClass=1073741183, confortClass=1073741183); preserve.service.PreserveServiceImpl -[Step 3] Tickets Enough; preserve.service.PreserveServiceImpl -[Preserve Other Service][Get Station Name]; preserve.service.PreserveServiceImpl -TripAllDetail:TripAllDetail(status=false, message=null, tripResponse=TripResponse(tripId=D1345, startingStation=Shang Hai, terminalStation=Su Zhou, startingTime=Sat May 04 07:00:00 CST 2013, endTime=Sat May 04 07:16:00 CST 2013, economyClass=1073741183, confortClass=1073741183), trip=Trip(tripId=D1345, trainTypeId=DongCheOne, routeId=f3d4d4ef-693b-4456-8eed-59c0d717dd08, startingStationId=shanghai, stationsId=suzhou, terminalStationId=taiyuan, startingTime=Sat May 04 07:00:00 CST 2013, endTime=Sat May 04 19:59:52 CST 2013)); preserve.service.PreserveServiceImpl -[Step 3] Check tickets num; preserve.service.PreserveServiceImpl -[Preserve Other Service][Get Trip All Detail Information] Getting....; preserve.service.PreserveServiceImpl -[Step 3] TripId: D1345; preserve.service.PreserveServiceImpl -[Step 2] Complete; preserve.service.PreserveServiceImpl -[Step 2] Contacts Id: 90146e65-28bd-478d-890c-742dbdc7affd; preserve.service.PreserveServiceImpl -[Preserve Other Service][Get Contacts By Id] Getting....; preserve.service.PreserveServiceImpl -[Step 2] Find contacts; preserve.service.PreserveServiceImpl -[Step 1] Check Security Complete; preserve.service.PreserveServiceImpl -[Preserve Other Service][Check Security] Checking....; preserve.service.PreserveServiceImpl -[Step 1] Check Security; p.controller.PreserveController -[Preserve] Account  order from Shang Hai -----> Su Zhou at Mon Jul 26 08:00:00 CST 2021",{POST}/api/v1/preserveservice/preserve
9f9521334b1b4d83b1020006511ca81d.42.16272814990120163,9f9521334b1b4d83b1020006511ca81d.42.16272814990120162.1,9f9521334b1b4d83b1020006511ca81d.42.16272814990120162.0,d83f87b9027943d8a0c9ae4f6e496b88.43.16272814990150294.0,ts-preserve-service, preserve.service.PreserveServiceImpl -[Step 2] Contacts Id: 90146e65-28bd-478d-890c-742dbdc7affd; preserve.service.PreserveServiceImpl -[Preserve Other Service][Get Contacts By Id] Getting....; preserve.service.PreserveServiceImpl -[Step 2] Find contacts; preserve.service.PreserveServiceImpl -[Step 1] Check Security Complete; preserve.service.PreserveServiceImpl -[Preserve Other Service][Check Security] Checking....; preserve.service.PreserveServiceImpl -[Step 1] Check Security; p.controller.PreserveController -[Preserve] Account  order from Shang Hai -----> Su Zhou at Mon Jul 26 08:00:00 CST 2021,/api/v1/securityservice/securityConfigs/4d2a46c7-71cb-4cf1-b5bb-b68406d9da6f
9f9521334b1b4d83b1020006511ca81d.42.16272814990120163,d83f87b9027943d8a0c9ae4f6e496b88.43.16272814990150294.0,9f9521334b1b4d83b1020006511ca81d.42.16272814990120162.1,d83f87b9027943d8a0c9ae4f6e496b88.43.16272814990150294.1;d83f87b9027943d8a0c9ae4f6e496b88.43.16272814990150294.2;d83f87b9027943d8a0c9ae4f6e496b88.43.16272814990150294.3;d83f87b9027943d8a0c9ae4f6e496b88.43.16272814990150294.4,ts-security-service, security.service.SecurityServiceImpl -Max In One Hour: 2147483647  Max Not Use: 2147483647; security.service.SecurityServiceImpl -[Get Order Other Info For Security] Last One Hour: 0  Total Valid Order: 264; security.service.SecurityServiceImpl -[Get Security Config Info]; security.service.SecurityServiceImpl -[Get Order Info For Security] Last One Hour: 0  Total Valid Order: 270; security.service.SecurityServiceImpl -[Get Order Other Info For Security] Getting....; security.service.SecurityServiceImpl -[Get Order Info For Security] Getting....; security.service.SecurityServiceImpl -[Get Order Num Info]; s.controller.SecurityController -[Check Security] Check Account Id: 4d2a46c7-71cb-4cf1-b5bb-b68406d9da6f,{GET}/api/v1/securityservice/securityConfigs/{accountId}
9f9521334b1b4d83b1020006511ca81d.42.16272814990120163,d83f87b9027943d8a0c9ae4f6e496b88.43.16272814990150294.1,d83f87b9027943d8a0c9ae4f6e496b88.43.16272814990150294.0,46e5f8e6e7a34624ad5fa0c9921cbe17.44.16272814990170702.0,ts-security-service, security.service.SecurityServiceImpl -[Get Order Info For Security] Last One Hour: 0  Total Valid Order: 270; security.service.SecurityServiceImpl -[Get Order Other Info For Security] Getting....,/api/v1/orderservice/order/security/Mon Jul 26 14:38:19 CST 2021/4d2a46c7-71cb-4cf1-b5bb-b68406d9da6f
9f9521334b1b4d83b1020006511ca81d.42.16272814990120163,46e5f8e6e7a34624ad5fa0c9921cbe17.44.16272814990170702.0,d83f87b9027943d8a0c9ae4f6e496b88.43.16272814990150294.1,46e5f8e6e7a34624ad5fa0c9921cbe17.44.16272814990170702.1,ts-order-service, order.controller.OrderController -[Security Info Get] 4d2a46c7-71cb-4cf1-b5bb-b68406d9da6f,{GET}/api/v1/orderservice/order/security/{checkDate}/{accountId}
9f9521334b1b4d83b1020006511ca81d.42.16272814990120163,46e5f8e6e7a34624ad5fa0c9921cbe17.44.16272814990170702.1,46e5f8e6e7a34624ad5fa0c9921cbe17.44.16272814990170702.0,0,ts-order-service, order.controller.OrderController -[Security Info Get] 4d2a46c7-71cb-4cf1-b5bb-b68406d9da6f,MongoDB/FindOperation
9f9521334b1b4d83b1020006511ca81d.42.16272814990120163,d83f87b9027943d8a0c9ae4f6e496b88.43.16272814990150294.2,d83f87b9027943d8a0c9ae4f6e496b88.43.16272814990150294.0,afad9e1cc4b44aa9a4a56a5fbe1a3118.37.16272814990332850.0,ts-security-service, security.service.SecurityServiceImpl -[Get Order Other Info For Security] Last One Hour: 0  Total Valid Order: 264; security.service.SecurityServiceImpl -[Get Security Config Info]; security.service.SecurityServiceImpl -[Get Order Info For Security] Last One Hour: 0  Total Valid Order: 270; security.service.SecurityServiceImpl -[Get Order Other Info For Security] Getting....,/api/v1/orderOtherService/orderOther/security/Mon Jul 26 14:38:19 CST 2021/4d2a46c7-71cb-4cf1-b5bb-b68406d9da6f
9f9521334b1b4d83b1020006511ca81d.42.16272814990120163,afad9e1cc4b44aa9a4a56a5fbe1a3118.37.16272814990332850.0,d83f87b9027943d8a0c9ae4f6e496b88.43.16272814990150294.2,afad9e1cc4b44aa9a4a56a5fbe1a3118.37.16272814990332850.1,ts-order-other-service, o.controller.OrderOtherController -[Security Info Get],{GET}/api/v1/orderOtherService/orderOther/security/{checkDate}/{accountId}
9f9521334b1b4d83b1020006511ca81d.42.16272814990120163,afad9e1cc4b44aa9a4a56a5fbe1a3118.37.16272814990332850.1,afad9e1cc4b44aa9a4a56a5fbe1a3118.37.16272814990332850.0,0,ts-order-other-service, o.controller.OrderOtherController -[Security Info Get],MongoDB/FindOperation
9f9521334b1b4d83b1020006511ca81d.42.16272814990120163,d83f87b9027943d8a0c9ae4f6e496b88.43.16272814990150294.3,d83f87b9027943d8a0c9ae4f6e496b88.43.16272814990150294.0,0,ts-security-service, security.service.SecurityServiceImpl -Max In One Hour: 2147483647  Max Not Use: 2147483647,MongoDB/FindOperation
